凯鹏华盈中国基金,力美广告,电信及增值,移动互联网,无线广告,北京>朝阳区,周炜,7/11/12,VC-Series B,2000,万美元
凯鹏华盈中国基金,融360,互联网,互联网其它,,北京>海淀区,,3/1/12,VC-Series A,700,万美元
凯鹏华盈中国基金,游戏币,互联网,电子支付,,北京>东城区,,7/3/12,VC-Series A,1000,万元
凯鹏华盈中国基金,立凯电能,能源及矿业,电池与储能技术,,,汝林琪,,VC,1000,万美元
凯鹏华盈中国基金,华霆动力,汽车行业,汽车零部件,,安徽>合肥市,梁英杰,3/8/11,VC-Series A,400,万美元
凯鹏华盈中国基金,中文在线,互联网,互联网其它,,北京>东城区,汝林琪,,VC,2000,万元
凯鹏华盈中国基金,中轩生化,食品饮料,食品饮料其他,,山东>淄博市,,,VC-Series A,1000,万元
凯鹏华盈中国基金,长三角化工,能源及矿业,能源开采与加工,新材料,江苏>镇江市,梁英杰,,VC-Series A,1500,万元
凯鹏华盈中国基金,美腾能源,能源及矿业,清洁能源,清洁能源其他,北京>朝阳区,,,VC-Series A,5000,万元
凯鹏华盈中国基金,太阳海科技,能源及矿业,电池与储能技术,,,谢文暄,,VC-Series A,5000,万元
凯鹏华盈中国基金,P-Cube,IT,IT 服务,,,,,VC-Series A,500,万美元
凯鹏华盈中国基金,联合汽车网,汽车行业,汽车行业其他,,北京>朝阳区,汝林琪,,VC,3000,万元
凯鹏华盈中国基金,宏天科技,IT,IT 服务,,,,,PE-Growth,2000,万美元
凯鹏华盈中国基金,身份网,互联网,互联网其它,,北京>海淀区,,,VC,500,万美元
凯鹏华盈中国基金,Q ENTERTAINMENT,IT,软件产业,应用软件,,,,VC-Series A,500,万美元
凯鹏华盈中国基金,唔箜游戏,互联网,互联网其它,,北京>海淀区,,4/1/11,VC-Series A,350,万美元
凯鹏华盈中国基金,上海起航,教育及人力资源,教育培训,,上海>杨浦区,,2/16/11,VC-Series A,350,万美元
凯鹏华盈中国基金,艾诺威,电信及增值,电信运营及信息传输服务,,,,2/1/11,VC-Series D,2300,万美元
凯鹏华盈中国基金,赛诺水务,能源及矿业,环保节能,污染监测与治理,北京>海淀区,,2/20/13,VC-Series B,1300,万美元
凯鹏华盈中国基金,秒针系统,互联网,网络广告,,北京>朝阳区,,4/3/13,VC-Series C,1000,万美元
凯鹏华盈中国基金,凯瑞斯德,医疗健康,生物技术,,江苏>苏州市,,6/24/13,VC-Series C,2300,万美元
凯鹏华盈中国基金,Waze,IT,软件产业,应用软件,,,10/31/11,VC-Series C,3000,万美元
