中国水业集团,SEHK,港交所,01129,SEHK:01129,,,,中国水业集团有限公司,China Water Industry  Group Limited.,金融,金融其他,,社会服务业,其他社会服务业,,,7/27/01,http://www.chinawaterind.com,中国香港,香港上环干诺道中168-200号信德中心西座1207室,"中国水业集团有限公司（01129.HK）是香港联合证劵交易所主板上市公司，主要股东是海外大型投资基金及关注中国水务市场发展的海外投资者。 

中国水业集团专营中国国内水务项目的投资与运营，是城市水务行业的专业投资公司和运营管理服务商。目前集团的投资主要集中于中国大陆的城市供水和城市污水处理两大业务领域，已先后投资、建设并运营着多家城市供水公司和城市污水处理公司。",
水务地产集团,SEHK,港交所,02349,SEHK:02349,,,,中国水务地产集团有限公司,China Water Property Group Limited,房地产,房地产开发,,制造业,食品、饮料,食品制造业,其他食品制造业,1/1/58,http://www.waterpropertygroup.com,中国香港,香港湾仔港湾道30号新鸿基中心18楼1816-17室,"中国水务地产集团有限公司（2349.HK）原名为华园控股有限公司，于2008年月，集团更名为中国植物开发控股有限公司，并于2009年10月，再次更名为中国水务地产集团有限公司。公司股份于2003年6月25日在香港联合交易所有限公司上市。

集团将拓展地产业务，结合大股东中国水务集团于中国内地拥有之优势，发展位于中国内地的地产业务，并将成为集团收入的主要来源。

集团现为中国最大的沙棘制造商及供应商，也是中国综合系列沙棘相关产品及保健产品的主要制造商及供应商。

集团也是食品生产、销售及分销、出口及研发的主要劳动商，拥有逾50年经验。集团以“华园”、“乐高”及“采枫”等知名品牌提供逾200款具务独特亚洲风味的优质零食产品。",
中国织材控股,SEHK,港交所,03778,SEHK:03778,,,,中国织材控股有限公司,China Weaving Materials Holdings Limited,制造业,纺织行业,,制造业,纺织、服装、皮毛,纺织业,棉纺织业,12/22/11,http://www.chinaweavingmaterials.com,江西>南昌市,江西省奉贤县冯田经济开发区,中国织材控股有限公司（03778.HK）是一家位于江西省的涤纶纱、涤棉混纺纱及棉纱生产商。于中国提供多样纯纱及混纺纱产品，主要生产细支及中支纱线，以满足客户的各种产品规格。中国织材控股供应超过15种组合的混纺纱产品，包括精梳棉纤维及无结纱等性能先进的产品，以提供具有更多性能的纱线。根据中国国家统计局的行内工业企业分类，产能超过10万锭的棉纺织公司视为大规模业务。,
中国风电,SEHK,港交所,0182,SEHK:0182,,,,中国风电集团有限公司,China WindPower Group Limited,能源及矿业,清洁能源,风能,电力、煤气及水的生产和供应业,电力、蒸汽、热水的生产和供应业,电力生产业,,12/31/99,http://www.chinawindpower.com.hk,中国香港,香港金钟夏悫道16号远东金融中心39楼3901室,"中国风电集团有限公司（0182.HK）是一家专业从事风力发电业务的集团公司，也是目前香港证券市场上唯一一家具有纵向集成一体化商业发展模式的风力发电上市公司。中国风电致力于为中国风力发电事业建设基础设施，在风能资源丰富的地区，积极建立风力发电厂，提供可再生资源转化的可靠途径，为风力发电奉献专业的技术支持和服务，并提供可靠而优质的专业设备，努力为中国的风力发电提供整体系统的解决方案。

中国风电以风力发电投资营运、风力发电服务业务（包括风电项目前期开发、风电技术咨询、风电厂设计、风电厂建设与安装调试、风电厂专业运行及维修维护服务、风机塔筒制造）为主营业务。",
中国优材,HKGEM,香港创业板,08099,HKGEM:08099,,,,中国优材(控股)有限公司,China Wood Optimization (Holding) Limited,建筑建材,家居建材,,制造业,木材、家具,木材加工及竹、藤、棕、草制品业,锯材、木片加工业,11/1/09,http://www.chinawood.com.hk,河北>邯郸市,,中国优材(控股)有限公司主要从事经处理木产品的加工、制造及销售。中国优材以自家研发木材处理工艺生产两类产品：经处理板材及经处理集成材。由于中国优材的木材处理工艺能提升杨木的硬度、干缩性及湿胀性、密度、抗变形、抗开裂、抗变强度及弹性模量，并具有抗老化、防潮湿及缓燃等增值性能，因此经处理钼产品可作多种天然实木的替代材料，可应用于多方面如家具及室内装饰材料。客户主要包括中国的地板透题板材制造商、家具只砸伤、地产发展商及板材批发商，于中国销售业务覆盖约14个省份。,
永达汽车,SEHK,港交所,03669,SEHK:03669,,,,中国永达汽车服务控股有限公司,China Yongda Automobiles Services Holdings Limited,汽车行业,汽车零部件,,制造业,机械、设备、仪表,交通运输设备制造业,汽车制造业,1/1/92,http://www.ydauto.com.cn,上海>卢湾区,上海市瑞金南路299号,中国永达汽车服务控股有限公司（03669.HK）是中国领先的乘用车经销商和综合性服务提供商。公司专注于豪华及超豪华品牌，包括宝马、迷你、奥迪、保时捷、捷豹、路虎、英菲尼迪、凯迪拉克、沃尔沃和别克、雪佛兰、大众、丰田、本田、日产等。公司一直致力发展一站式的经营模式，提供新车销售，售后产品及服务；提供零部件、汽车用品、维修及保养服务、汽车美容服务；以及其他汽车相关业务，二手车业务、汽车保险业务及汽车检测服务。,
中国云锡矿业,SEHK,港交所,00263,SEHK:00263,,,,中国云锡矿业集团有限公司,China Yunnan Tin Minerals Group Company Limited,能源及矿业,能源开采与加工,能源开采,采掘业,有色金属矿采选业,重有色金属矿采选业,,9/11/87,http://www.cytmg.com,中国香港,香港湾仔港湾道23号鹰君中心15楼1502-3室,"中国云锡矿业集团有限公司（00263.HK）为一家自1988年在香港联合交易所主板上市之综合企业中国云锡矿业集团主要从事矿产业及相关之业务,并于香港及中国大陆拥有证券投资及零售业务。中国云锡矿业集团拥有广大之股东及投资者基础。于2008年4月，在大陆成立之云南锡业（控股）有限公司通过认购及转让资产入股中国云锡矿业集团并成为本公司主要股东。中国云南锡业为有色金属之主要生产商以及全球最大锡及锡制产品生产商。",
雨润食品,SEHK,港交所,01068,SEHK:01068,,,,中国雨润食品集团有限公司,China Yurun Food Group Limited,食品饮料,食品,,制造业,食品、饮料,食品加工业,屠宰及肉类蛋类加工业,7/12/93,http://www.yurun.com.hk,江苏>南京市,江苏省南京市建邺区雨润路17号,"中国雨润食品集团有限公司（01068.HK）是中国最大的肉制品生产企业之一，其产品包括冷鲜肉、冷冻肉、以及以猪肉为主的低温肉制品、高温肉制品，现有「雨润」、「福润」、「旺润」、「大众肉联」四大品牌。

集团总部设于中国江苏省南京市，拥有多处冷鲜肉、冷冻肉生产基地及深加工肉制品生产基地，集团拥有最先进的生产设备和工艺技术，以其独有的技术方法，研制出一系列符合消费者口味的优质产品。基于肉制品业务的经验，集团于1997年开展冷鲜肉和冷冻肉业务。2002、2003年，雨润食品的冷鲜肉、冷冻肉的市场占有率分别位列中国大陆第二名、第三名。雨润食品的低温肉制品，自2004年至2006年，其市场占有率连续三年位居中国大型零售商销售首位。",
中国天化工,SEHK,港交所,00362,SEHK:00362,,,,中国天化工集团有限公司,China Zenith Chemical Group Limited,化学工业,化工原料,,制造业,石油、化学、塑胶、塑料,化学原料及化学制品制造业,基本化学原料制造业,12/7/00,http://www.chinazenith.com.hk,中国香港,香港湾仔港湾道30号新鸿基中心1101-12室,"中国天化工集团有限公司（00362.HK）为一家实力雄厚的煤相关化工及生物化工原材料制造及供货商。

中国天化工初期为一所石油化工企业，基于2004年集团预期原油价格将会有上升之风险，因而转向致力拓展及研发煤化工产业。透过竞投、收购等形式成功地改造了四家国有企业，经过扩产和技术改造，已形成煤相关化工原料的上下游业务生产链，为产品的价格和质量提供了更有效益的保证，亦为集团赢得了先机并取得了彪炳成绩。于2007年4月4日，出售旗下石油化工业务后，中国天专注发展煤相关化工原料制造业务。",
正通汽车,SEHK,港交所,01728,SEHK:01728,,,,中国正通汽车服务控股有限公司,China ZhengTong Auto Services Holdings Limited,汽车行业,汽车整车,,批发和零售贸易,零售业,其他零售业,,1/1/99,http://www.zhengtongauto.com,北京>丰台区,北京市丰台区西三环南路59号,"中国正通汽车服务控股有限公司（01728.HK）是中国的领先4S经销店集团，专注于豪华品牌汽车如宝马、及奥迪、及超豪华品牌，如保时捷经销店。集团还经营日产、别克、现代、本田、雪佛兰等中高档市场品牌的汽车。

正通汽车自1999年在上海成立第一间经销店以来，便一直迅速扩展汽车经销业务。其汽车经销业务涵盖拥有大型、成熟汽车市场的中国富庶地区以及迅速发展地区的14个城市，如北京、上海、广州、珠海、东莞、汕头、包头、南昌、郴州、宜昌、呼和浩特、长沙、武汉及十堰等。",
中国中盛资源,SEHK,港交所,02623,SEHK:02623,,,,中国中盛资源控股有限公司,China Zhongsheng Resources Holdings Limited,能源及矿业,能源开采与加工,能源开采,采掘业,黑色金属矿采选业,铁矿采选业,,4/27/12,http://chinazhongsheng.com.hk,中国香港,香港中环康乐广场1号怡和大厦20楼2001至2005室,中国中盛资源控股有限公司（02623.HK）是一家大型控股矿业集团，是中国三十七大的环保矿业之一，主要从事铁钛矿勘探、铁矿石开采和加工亿生产铁精矿的业务，旗下矿产资源主要有山东杨庄铁矿。中盛资源拥有10年的开采权，就该许可证已付的价款包含可采掘为期30年的储量相等于拥有全国的最大资源。,
中国忠旺,SEHK,港交所,01333,SEHK:01333,,,,中国忠旺控股有限公司,China Zhongwang Holdings Limited,能源及矿业,能源开采与加工,有色金属冶炼与加工,金属、非金属,有色金属冶炼及压延加工业,有色金属压延加工业,,10/12/89,http://www.lnzhongwang.com,辽宁>辽阳市,辽宁省辽阳市文圣路299号,"中国忠旺控股有限公司（1333.HK）是全球领先的工业铝型材研发制造商，致力于交通运输、机械设备及电力工程等领域的轻量化发展。

公司目前拥有75条全球领先的生产线，年产能高达70万吨。其中125MN油压双动铝挤压机是目前中国乃至全球最大、最先进的挤压机之一。同时，公司建有与产业链条紧密相连的全球领先的铝合金倾动熔铸设备及亚洲规模最大的特种工业铝型材模具设计制造中心。

公司主要生产高精密、大截面的高附加值工业铝型材，产品广泛应用于交通运输领域，包括铁路客车及货车、城轨、汽车、重卡、船舶、航空航天等行业以及机械设备和电力工程等领域。公司集合金熔铸、模具设计、先进设备及产品研发四位一体的综合配套优势，彰显出本公司于行业中独特的核心竞争力。公司获有铁路、船舶等行业多项全球认证资质，境内外拥有超过1000家稳定客户群，遍及全球各主要市场。",
中港照相,SEHK,港交所,01123,SEHK:01123,,,,中港照相器材集团有限公司,CHINA-HONGKONG PHOTO PRODUCTS HOLDINGS LIMITED,连锁经营,零售,,批发和零售贸易,零售业,其他零售业,,7/6/94,http://www.chinahkphoto.com.hk,,香港荃湾德士古道220-248号荃湾工业中心8楼,推广及经销照相冲印产品、经营照相冲印零售门市，以及提供照相冲印产品技术服务。,
中铝矿业国际,SEHK,港交所,03668,SEHK:03668,,,,中铝矿业国际有限公司,Chinalco Mining Corporation International,能源及矿业,能源开采与加工,能源开采与加工其他,批发和零售贸易,能源、材料和机械电子设备批发业,矿产品批发业,,6/1/03,http://www.chinalco-cmc.com,中国香港,,中铝矿业国际有限公司（03668.HK）是中国铝业公司在境外进行收购、投资、发展及营运非铝有色金属矿产资源及项目的核心平台。,
中国软件国际,"HKGEM,SEHK","香港创业板,港交所","08216,00354",HKGEM:08216,SEHK:00354,,,中软国际有限公司,Chinasoft International Limited,IT,软件产业,应用软件,信息技术业,计算机应用服务业,计算机软件开发与咨询,,2/1/00,http://www.icss.com.cn,北京>海淀区,北京市海淀区中关村科学院南路2号融科资讯中心C座北楼12层,"中软国际成立于2000年，为香港主板上市公司，股票代码354。中软国际是中国大型综合性软件与信息服务企业，提供从咨询、解决方案、外包服务到IT人才培养的“端到端”软件及信息服务，目前已经覆盖政府与大型企业、制造与流通、金融与银行、保险证券、电信、高科技、公共服务、能源等多个行业。中软国际服务遍布全球，包括中国大陆地区、香港地区、美国普林斯顿和西雅图、英国伦敦、爱尔兰都柏林和日本东京在内的25个城市，服务于100余家跨国企业客户，员工达到19,000人.",
文化中国传播,SEHK,港交所,01060,SEHK:01060,,,,文化中国传播集团有限公司,ChinaVision Media Group Limited,文化传媒,传媒出版,,传播与文化产业,出版业,书、报、杂志、资料出版业,,1/1/94,http://www.chinavision.hk,中国香港,香港金钟夏悫道16号远东金融中心33楼3302室,文化中国传播集团有限公司（01060.HK）是以报章媒体经营、移动新媒体运营与精品影视剧摄制等为主业的综合性文化产业集团。文化中国已在香港联交所主板上市（代码为01060HK）。,
华夏能源控股,HKGEM,香港创业板,08009,HKGEM:08009,,,,华夏能源控股有限公司,Chinese Energy Holdings Limited,金融,金融其他,,社会服务业,其他社会服务业,,,10/25/99,http://www.chinese-energy.com,中国香港,香港干诺道中168-200号信德中心招商局大厦34楼3412室,华夏能源控股有限公司（08009.HK）原名为菱控有限公司，主要从事金融投资以及买卖及制造陶粒污水处理材料。,
华人饮食集团,HKGEM,香港创业板,08272,HKGEM:08272,,,,华人饮食集团有限公司,Chinese Food and Beverage Group Limited,连锁经营,餐饮业,,社会服务业,餐饮业,,,3/22/99,http://www.cfbgroup.com.hk,中国香港,香港湾仔港湾道6-8号瑞安中心19楼1911室,华人饮食集团有限公司（08272.HK）原名进能国际有限公司主要从事本地之餐饮业务及品牌管理，并为具声誉之买家采购不同产品。,
中民控股,SEHK,港交所,00681,SEHK:00681,,,,中民控股有限公司,Chinese People Holdings Company Limited,能源及矿业,能源开采与加工,,电力、煤气及水的生产和供应业,煤气生产和供应业,煤气供应业,,11/13/96,http://www.681hk.com,中国香港,香港中环干诺道中168-200号信德中心招商局大厦21楼2111室,中民控股有限公司（00681.HK）主要销售散装、瓶装液化石油气及天然气家用器具，提供管道液化石油气及天然气、兴建燃气管道、经营城市燃气管道网络，以及供应视频彩票系统。,
华人策略控股,HKGEM,香港创业板,08089,HKGEM:08089,,,,中国铁路货运有限公司,China Railway Logistics Limited,IT,硬件产业,,信息技术业,计算机及相关设备制造业,电子计算机制造业,,2/25/00,http://www.chinarailwaylogistics.com,中国香港,香港铜锣湾希慎道10号新宁大厦13楼,中国铁路货运有限公司（08089.HK），是一家投资控股公司，主要从事增值电讯产品及电脑电话产品的设计、开发及销售，以及物流运输业务。,
普汇中金国际,SEHK,港交所,00997,SEHK:00997,,,,达艺控股有限公司,Decca Holdings Limited,制造业,制造业其他,,制造业,木材、家具,家具制造业,木制家具制造业,10/26/99,http://www.decca.com.hk,中国香港,香港柴湾祥利街21号达艺工业中心2楼,达艺控股有限公司（00997.HK）为一家专门从事建筑装饰制品的公司，制造优质定做家私、建筑装饰装置。同时从事专业室内装饰工程。,
建联集团,SEHK,港交所,00385,SEHK:00385,,,,建联集团有限公司,Chinney Alliance Group Limited.  ,化学工业,化学工业其他,,批发和零售贸易,其他批发业,,,4/1/93,N/A,,香港中环干诺道中111号永安中心23楼,塑胶原料及化工原料产品贸易，分销及安装建材、机电及电机产品，电器及空调业务，物业持有及投资控股。,
建业实业,SEHK,港交所,00216,SEHK:00216,,,,建业实业有限公司,"Chinney Investments,Limited",房地产,房地产其他,,房地产业,房地产管理业,,,6/1/59,http://www.chinney.com.hk,中国香港,香港德辅道中77号恒生大厦18楼,物业发展及投资，制造及买卖成衣。,
创兴银行,SEHK,港交所,01111,SEHK:01111,,,,创兴银行有限公司,Chong Hing Bank Limited,金融,银行,,金融、保险业,银行业,其他商业银行,,3/17/55,http://www.chbank.com,中国香港,香港中环德辅道中24号创兴银行中心,创兴银行有限公司提供全面的零售及批发银行服务，其中包括港币及外币存款、汇款、保管箱、信用咭、楼宇按揭、强制性公积金服务、出入口贸易融资、企业银行服务及银团贷款等。,
重庆钢铁股份,"SHSE,SEHK","上交所,港交所","601005,01053",SHSE:601005,SEHK:01053,,,重庆钢铁股份有限公司,"Chongqing Iron & Steel Co., Ltd.",能源及矿业,能源开采与加工,黑色金属冶炼与加工,制造业,金属、非金属,黑色金属冶炼及压延加工业,炼钢业,8/11/97,http://www.cqgt.cn,重庆>大渡口区,重庆市大渡口区钢铁路30号,"重庆钢铁股份有限公司（601005.SH,01053.HK）成立于1997年8月11日，同年10月17日在香港联合交易所有限公司上市发行H股41,394.4万股，1998年12月7日经中华人民共和国对外贸易经济合作部批准，成为外商投资企业，2007年2月28日又在上海证券交易所上市发行A股35,000万股，注册资本为人民币173,312.72万元。公司主要生产销售中厚钢板、型材、线材、棒材、冷轧薄钢板、商品钢坯、焦化副产品及炼铁副产品。",
重庆机电,SEHK,港交所,02722,SEHK:02722,,,,重庆机电股份有限公司,"Chongqing Machinery & Electric Co., Ltd.",制造业,机械设备,,制造业,机械、设备、仪表,电器机械及器材制造业,电机制造业,7/27/07,http://www.chinacqme.com,重庆>渝中区,重庆市渝中区中山三路155号,"重庆机电股份有限公司（02722.HK）是由重庆机电控股（集团）公司联合重庆渝富资产经营管理有限公司、重庆建工集团有限责任公司和中国华融资产管理公司等四家国有独资公司以发起方式共同设立的。

公司注册资本为人民币2,680,000,000元。经营范围为开发、制造、销售汽车零部件、电器机械及器材、环保设备、机床工具、电力设备及器材、通信设备（不含接收和发射设施）、计算机及其零部件、有色金属冶炼及压延加工产品、仪器仪表、办公机械产品、风力发电设备；向装备制造业、房地产开发业、金融业投资；进出口贸易、高新技术咨询服务。

公司旗下共拥有二级及二级以下各层次企业43家，直接拥有的控股和参股企业共16家，其中：商用车辆零部件板块企业10家，电力设备板块企业4家，通用机械板块企业1家，数控机床板块企业1家。",
重庆农村商业银行,SEHK,港交所,03618,SEHK:03618,,,,重庆农村商业银行股份有限公司,"Chongqing Rural Commercial Banks Co., Ltd.",金融,银行,,金融、保险业,银行业,其他商业银行,,4/12/08,http://www.cqrcb.com,重庆>江北区,重庆市江北区洋河东路10号,重庆农村商业银行股份有限公司（03618.HK）是由重庆市农村信用社改制而成，是经中国银行业监督治理委员会批准成立的金融机构。目前拥有营业机构1900多个，资产规模和存贷款市场份额排名均居全市同业第一。,
周生生,SEHK,港交所,00116,SEHK:00116,,,,周生生集团国际有限公司,Chow Sang Sang Holdings International Limited,制造业,制造业其他,,批发和零售贸易,零售业,其他零售业,,11/24/52,http://www.chowsangsang.com,,香港九龙尖沙咀弥敦道229号周生生大厦4楼,制造及零售珠宝、贵金属批发及证券期货经纪。,
周大福,SEHK,港交所,01929,SEHK:01929,,,,周大福珠宝集团有限公司,Chow Tai Fook Jewellery Group Limited,制造业,制造业其他,,综合类,,,,1/1/29,http://www.chowtaifook.com,中国香港,香港中环皇后大道中16-18号新世界大厦38楼,"周大福珠宝集团有限公司（01929.HK），专营周大福品牌珠宝玉石金饰业务，是集原料采购、生产设计、零售服务的综合性经营企业。

周大福珠宝为全球最大钻石毛胚供货商英国钻石贸易公司（DTC）全世界78个特约配售商（Sightholder）之一，是国际矿业巨子Rio Tinto Group旗下力拓钻石公司Rio Tinto Diamonds的特选钻石商（Select Diamantaire）。在南非设有两间珠宝切割打磨工厂，同时也在中国内地及香港开设切割打磨工厂及珠宝首饰设计制造工厂，每年生产各类首饰超过700万件。",
克莉丝汀,SEHK,港交所,01210,SEHK:01210,,,,克莉丝汀国际控股有限公司,Christian International Holdings Limited,食品饮料,食品,,制造业,食品、饮料,食品制造业,糕点、糖果制造业,1/1/93,http://www.christine.com.cn,上海>普陀区,上海市普陀区金沙江路33号,克莉丝汀国际控股有限公司（01210.HK）成立于1993年1月，注册资本为150万美元。公司是中国的烘焙产品供应商，拥有及经营中国消售烘焙产品的最大（就收益及零售门店数目而言）一家零售连锁店。,
恒天立信,SEHK,港交所,00641,SEHK:00641,,,,立信工业有限公司,"Fong's Industries Co., Ltd.",制造业,机械设备,,制造业,机械、设备、仪表,专用设备制造业,轻纺工业专用设备制造业,1/1/63,http://www.fongs.com,中国香港,香港青衣长达路22-28号8楼,立信工业有限公司（0641.HK）创办于1963年，是业界首家在香港取得上市地位的企业，集团核心业务为设计、制造和销售供纺织行业使用的染整机械设备，同事经营不锈钢材贸易及金属铸件生产业务。,
珠江钢管,SEHK,港交所,01938,SEHK:01938,,,,番禺珠江钢管有限公司,"Panyu Chu Kong Steel Pipe Co., Ltd.",能源及矿业,能源开采与加工,黑色金属冶炼与加工,制造业,金属、非金属,黑色金属冶炼及压延加工业,钢压延加工业,6/1/93,http://www.pck.com.cn,广东,广东省广州市番禺市石基清河东路,"番禺珠江钢管有限公司（01938.HK）是中国最大的直缝焊管生产和出口基地，并可配套提供钢管单层、双层 FBE 和两层、三层 PE/PP 防腐以及内涂层防腐、沥青防腐、水泥防腐，亦可提供法兰式和承插式钢管以及各类管件如弯管、弯头、异径管、三通、四通等。

珠江钢管广泛应用于陆上和海上石油、天然气管道，化工、城市管道煤气、输水，基建及土木工程等领域，产品远销中东、美国、欧洲、南美洲、非洲等50多个国家和地区。",
珠江船务,SEHK,港交所,00560,SEHK:00560,,,,珠江船务发展有限公司,Chu Kong Shipping Development Company Limited,交通运输,物流,,交通运输、仓储业,水上运输业,内河、内湖运输业,,10/18/62,http://www.cksd.com,中国香港,香港干道西28号威胜商业大厦7楼,船舶代理、内河货物直接装运及转运、码头货物处理、货物并装及仓储以及货柜拖运业务。,
庄士机构国际,SEHK,港交所,00367,SEHK:00367,,,,庄士机构国际有限公司,Chuang's Consortium International Limited,制造业,机械设备,,制造业,机械、设备、仪表,仪器仪表及文化、办公用机械制造业,钟表制造业,1/1/70,http://www.chuangs-consortium.com,中国香港,香港中环遮打道16-20号历山大厦25楼,庄士机构国际有限公司（00367.HK）主要从事物业投资及发展，手表配件、商品、喷胶棉布料及床上用品制造及销售，以及证券投资及买卖。,
俊和发展集团,SEHK,港交所,00711,SEHK:00711,,,,俊和发展集团有限公司,Chun Wo Development Holdings Limited,建筑建材,建筑施工,,建筑业,土木工程建筑业,其他土木工程建筑业,,1/1/68,http://www.chunwo.com,中国香港,香港九龙长沙湾道大南西街601至603号香港纱厂工业大厦C2五楼,俊和发展集团有限公司（00711.HK）早于1968年成立，主要业务为土木工程、机电工程、地基及楼宇建筑工程、物业发展、物业投资、以及提供护和物业管理服务。,
旭辉控股集团,SEHK,港交所,00884,SEHK:00884,,,,旭辉控股(集团)有限公司,CIFI Holdings (Group) Co. Ltd.,房地产,房地产开发,,房地产业,房地产开发与经营业,,,1/1/00,http://www.cifi.com.cn/,上海>长宁区,上海市长宁区通协路288弄旭辉·虹桥国际广场三号楼,"旭辉控股（集团）有限公司（00884.HK）成立于2000年，是一家以住宅开发为主营业务的全国性房地产开发企业。

旭辉总部设在中国上海，集房地产开发、建筑施工、商业管理、物业服务于一体，具有“中国房地产开发企业一级资质”，“中国物业服务企业一级资质”。旭辉集团连续7年被评为“中国房地产企业百强”，并名列百强企业“成长性TOP10”、“运营效率TOP10”、“企业盈利性TOP10”；“华东品牌价值TOP10”；“中国房地产开发企业500强”，并位列“发展潜力10强”、“经营绩效10强”；“上海市房地产开发企业10强”。旭辉集团为“中国房地产协会城市开发专业委员会”和“中国城市房地产开发商策略联盟”会员单位。
 
旭辉恪守“诚信规范，稳健发展，以人为本，永续经营”的经营理念，立足长三角区域、环渤海湾区域及中西部区域，同时将主营业务向具有成长潜力的二、三线城市拓展，开发项目覆盖上海、北京、重庆、天津、长沙、合肥、福州、唐山、苏州、廊坊、镇江、嘉兴、厦门等多个地区，涵盖住宅、商务办公、商业综合体等多种业态。",
中国基建港口,HKGEM,香港创业板,08233,HKGEM:08233,,,,中国基建港口有限公司,CIG Yangtze Ports PLC,交通运输,物流,,社会服务业,邮政服务业,,,10/12/97,http://www.cigyangtzeports.com,中国香港,湖北省武汉市汉口建设大道568号新世界国贸大厦1座4306室,"中国基建港口有限公司（8233.HK）注册于开曼群岛，公司控股武汉国际集装箱转运有限公司，并于2005年9月12日在港交所创业板上市。

中国基建港口有限公司集团之主要业务为透过武汉阳逻港（由本公司拥有85%权益）进行投资、发展、营运及管理集装箱码头。武汉阳逻港乃位于长江中游之深水地区性集装箱枢纽港及往上海港口之支线船舶码头，武汉阳逻港在往返武汉及沿长江流域周边地区之集装箱货物运输方面起着重要作用。",
华建控股,SEHK,港交所,00479,SEHK:00479,,,,华建控股有限公司,CIL Holdings Limited,连锁经营,连锁经营其他,,批发和零售贸易,能源、材料和机械电子设备批发业,机械、电子设备批发业,,1/1/88,http://www.cil479.com.hk,,香港九龙弥敦道563号交通银行大厦12楼,提供全面解决方案和分销伺服器储存、多媒体及通讯产品。,
中集安瑞科,SEHK,港交所,03899,SEHK:03899,,,,中集安瑞科控股有限公司,CIMC Enric Holdings Limited,制造业,机械设备,,制造业,机械、设备、仪表,普通机械制造业,通用设备制造业,9/28/04,http://enric.cimc.com,广东>深圳市,香港中环红棉路8号东昌大厦9楼908室,中集安瑞科控股有限公司（原“安瑞科能源装备控股有限公司”）是香港联合交易所主板上市公司（03899.HK），主要从事于能源、化工及流体食品行业的各式运输、储存及加工设备的设计、开发、制造、工程及销售，并提供有关技术检测保养服务。公司在河北石家庄、廊坊，安徽蚌埠，湖北荆门，江苏南通、张家港，荷兰Emmen、Sneek，丹麦Randers及比利时Menen等多个城市拥有制造基地，建有一流的压力容器、罐式集装箱、液态食品生产储运及化工装备产品生产线，拥有功能齐全的研发中心，营销网络遍布全球。,
信达国际控股,SEHK,港交所,00111,SEHK:00111,,,,信达国际控股有限公司,Cinda International Holdings Limited,金融,证券,,金融、保险业,证券、期货业,证券经纪公司,,11/1/90,http://www.cinda.com.hk,中国香港,香港皇后大道中183号中远大厦45楼,信达国际控股有限公司（00111.HK）主要业务为提供杠杆式外汇买卖及经纪服务、证券经纪、商品及期货经纪、提供企业融资顾问服务、基金管理、财务策划及保险经纪。,
先传媒,SEHK,港交所,00550,SEHK:00550,,,,才库媒体集团有限公司,Recruit Holdings Limited,制造业,制造业其他,,社会服务业,专业、科研服务业,广告业,,5/12/92,http://www.recruitonline.com,中国香港,香港北角英皇道625号26楼,才库媒体集团有限公司（00550.HK）自1992年创办至今，已成为在大中华地区多元化经营的集团。集团主要的业务包括媒体广告业务（包括招聘广告业务、航机杂志广告业务和法定公告代理业务）、印刷业务及投资。,
中信21世纪,SEHK,港交所,00241,SEHK:00241,,,,中信21世纪有限公司,CITIC 21CN COMPANY LIMITED,电信及增值,电信及增值其他,,信息技术业,通信服务业,电信服务业,,10/25/05,http://www.irasia.com/listco/hk/21cncybernet,,香港数码港道100号数码港3座D区6楼614－616室,提供电讯及信息增值服务、产品识别、鉴定、追踪系统、系统集成及软件开发。,
中信大锰,SEHK,港交所,01091,SEHK:01091,,,,中信大锰控股有限公司,"CITIC Dameng Holdings Co., Ltd.",能源及矿业,能源开采与加工,能源开采,采掘业,黑色金属矿采选业,其他黑色金属矿采选业,,7/18/05,http://www.citicdameng.com,广西>南宁市,广西壮族自治区南宁市民族大道90号建设银行大厦25层,中信大锰控股有限公司（01091.HK）为一家垂直综合的锰生产商，于生产链各阶段中生产及销售锰产品，经营采矿、矿石加工和下游加工营运，在国内拥有并营运两个锰矿，以及拥有锰加工设施，包括两个选矿厂、一个磨矿厂及七个下游加工厂。,
中信泰富,SEHK,港交所,00267,SEHK:00267,,,,中信泰富有限公司,Citic Pacific Ltd.,房地产,房地产开发,,房地产业,房地产开发与经营业,,,1/8/85,http://www.citicpacific.com,中国香港,,中信泰富有限公司（00267.HK）的业务集中在香港及广大的内地市场，业务重点以基建为主，包括基础设施（如桥、路和隧道）、能源項目、环保項目、航空以及电讯业务。另外，亦有透过其全资附属机构大昌贸易行有限公司及慎昌有限公司进行贸易及分销业务。中信泰富在港拥有多项物业项目，包括大型住宅及优质商用物业。于一九九七年，公司的总部大楼“中信大廈”更于中区海旁落成，为香港海滨的重要标志。,
中信资源,SEHK,港交所,01205,SEHK:01205,,,,中信资源控股有限公司,CITIC Resources Holdings Limited,能源及矿业,能源开采与加工,,采掘业,石油和天然气开采业,天然原油开采业,,1/1/97,http://www.citicresources.com,中国香港,香港金钟道88号太古广场一座30楼3001-3006室,中信资源控股有限公司（1205.HK）是多元化能源及天然资源供应商，尤其专注于石油业务。该公司与其附属公司的主要业务是油、铝、煤、锰及铁矿商品的进出口贸易。中国中信集团公司（前称中国国际信托投资公司）于2004年3月成为该公司主要控股股东，间接持有本公司超过54.0%的权益 。,
