6,,,,,,Aluminum Extruded Products,,,,,能源及矿业-能源开采与加工-有色金属冶炼与加工,,
6,,,,,,"Aluminum Powder, Paste and Flakes",,,,,能源及矿业-能源开采与加工-有色金属冶炼与加工,,
6,,,,,,"Aluminum Sheet, Plate, And Foil",,,,,能源及矿业-能源开采与加工-有色金属冶炼与加工,,
6,,,,,,Aluminum Wire Drawing,,,,,能源及矿业-能源开采与加工-有色金属冶炼与加工,,
4,,,,Diversified Metals and Mining,,,,,,,能源及矿业-能源开采与加工-有色金属冶炼与加工,,
5,,,,,Chemical And Fertilizer Mineral Mining,,,,,,化学工业-农药与化肥,,
6,,,,,,Phosphate Rock,,,,,化学工业-农药与化肥,,
6,,,,,,Soda And Borate Minerals,,,,,化学工业-农药与化肥,,
5,,,,,"Coating, Engraving, And Allied Services",,,,,,建筑建材-建筑材料-建筑材料其他,云南锗业：有色金属冶炼与加工,
6,,,,,,"Electroplating, Plating, Polishing, Anodizing, And Coloring",,,,,建筑建材-建筑材料-建筑材料其他,,
6,,,,,,"Jewelry Engraving And Etching, Costume Jewelry",,,,,建筑建材-建筑材料-建筑材料其他,,
6,,,,,,"Jewelry Engraving And Etching, Precious Metal",,,,,建筑建材-建筑材料-建筑材料其他,,
5,,,,,Diversified Metal Ores,,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Copper Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Lead Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Nickel Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Radium Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Tin Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Titanium Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Vanadium Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Zinc Ores,,,,,能源及矿业-能源开采与加工-能源开采,,
5,,,,,Fabricated Structural Metal Products,,,,,,制造业-制造业其他,安泰科技：制造业其他,
6,,,,,,Architectural and Ornamental Metal Work,,,,,制造业-制造业其他,,
6,,,,,,Crowns And Closures,,,,,制造业-制造业其他,,
6,,,,,,Fabricated Bar Joists and Concrete Reinforcing Bars,,,,,制造业-制造业其他,,
6,,,,,,Fabricated Plate Work and Metal Weldments,,,,,制造业-制造业其他,,
6,,,,,,Flexible Metal Hose,,,,,制造业-制造业其他,,
6,,,,,,Heavy Gauge Tanks,,,,,制造业-制造业其他,,
6,,,,,,Metal Forgings And Stampings,,,,,制造业-制造业其他,,
6,,,,,,Metal Pipe Hangers and Supports,,,,,制造业-制造业其他,,
6,,,,,,Metal Stampings,,,,,制造业-制造业其他,,
7,,,,,,,Automotive Stampings,,,,制造业-制造业其他,,
6,,,,,,Sheet Metal Work,,,,,制造业-制造业其他,,
5,,,,,"Rolling, Drawing, And Extruding Of Diversified Metals",,,,,,能源及矿业-能源开采与加工-能源开采,,
6,,,,,,Diversified Metal Foundries And Castings,,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Copper Foundries,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Diversified Metal Die-Castings,,,,能源及矿业-能源开采与加工-能源开采,,
7,,,,,,,Injection Molding And Die Casting,,,,能源及矿业-能源开采与加工-能源开采,,
