6/25/04,IPO,华润上华科技有限公司,IT,半导体芯片,,制造业,通信设备，计算机及其他电子设备制造业,电子器件制造,集成电路制造,6/25/04,31050,597,江苏>无锡市,HKEx[中国香港]/,已完成,39.8621523579,0.2529,"15,762.0214938315",花旗环球/星展集团/瑞银投资/新鸿基金融集团/汇盈/,普华永道,路伟          ,6/28/07
2/5/07,IPO,兴业银行股份有限公司,金融,银行,,金融业,银行业,商业银行,商业银行,2/5/07,1599598,601166,福建>福州市,SSE[中国大陆]/,已完成,"2,362.7740029542",0.2,"1,181,387.0014771",中银国际/,安永,国浩,5/31/11
12/19/00,IPO,中国民生银行股份有限公司,金融,银行,,金融业,银行业,商业银行,商业银行,2000-12-19/2009-11-26,413000,600016,北京>西城区,SSE[中国大陆]/,已完成,499.395405078499,0.2023,"246,858.826039792",海通证券/,普华永道,国浩,6/29/07
9/21/06,IPO,炬力集成半导体有限公司,IT,半导体芯片,,制造业,电气机械及器材制造业,输配电及控制设备制造,电力电子元器件制造,9/21/06,8300,ACTS ,,NASDAQ[美国]/,已完成,83,0.11599999999999999,"71,551.724137931",摩根士丹利/派杰/花旗环球/WR Hambrecht + Co/,德勤,众达,2/22/11
9/26/05,IPO,亨得利控股有限公司,连锁经营,零售,,批发和零售业,零售业,纺织，服装及日用品专门零售,钟表，眼镜零售,9/26/05,33000,3389,,HKEx[中国香港]/,已完成,42.4749729093336,0.36229999999999996,"11,723.7021554881",国泰君安/工商东亚/京华山一/星展集团/巴黎百富勤/交银国际/中银亚洲/,普华永道,普衡,6/16/11
9/7/05,IPO,光大通信终端产品销售有限公司,电信及增值,通信设备,,批发和零售业,零售业,家用电器及电子产品专门零售,通信设备零售,9/7/05,800,EBT.L ,,AIM[英国]/,已完成,8,0,0,,,,5/28/13
3/31/92,IPO,深圳中华自行车(集团)股份有限公司,汽车行业,汽车行业其他,,制造业,交通运输设备制造业,摩托车制造,摩托车整车制造,3/31/92,12100,17,广东>深圳市,SZSE[中国大陆]/,已完成,17.723484349138,0.2632,"6,733.84663721048",工商银行/,深圳鹏城,竞天公诚,5/27/10
7/13/05,IPO,分众传媒控股有限公司,文化传媒,户外媒体,,租赁和商务服务业,商务服务业,广告业,广告业,7/13/05,17200,FMCN,上海>长宁区,NASDAQ[美国]/,已完成,172,0.2724,"63,142.4375917768",高盛/瑞信/CIBC环球市场/派杰/,德勤,盛信	,7/2/07
6/30/05,IPO,海湾集团有限公司,制造业,制造业其他,,制造业,专用设备制造业,环保，社会公共安全及其他专用设备制造,社会公共安全设备及器材制造,6/30/05,34400,416,,HKEx[中国香港]/,已完成,43.9508599508,0,0,,,,7/2/07
5/13/05,IPO,龙旗控股有限公司,电信及增值,通信设备,,信息传输、计算机服务和软件业,电信和其他信息传输服务业,电信,移动电信服务,5/13/05,"3,132.4",,,SGX-ST[新加坡]/,已完成,18.702044226,0.17629999999999998,"10,608.079538287",星展集团/,德勤,Venture,7/2/07
2/4/05,IPO,酷6传媒有限公司,互联网,网络视频,,信息传输、计算机服务和软件业,电信和其他信息传输服务业,互联网信息服务,互联网信息服务,2/4/05,7052,KUTV ,北京>石景山区,NASDAQ[美国]/,已完成,70.52,0.3145,"22,422.893481717",花旗环球/派杰/ThinkEquity Partners/,德勤,美富,7/24/13
12/9/04,IPO,中兴通讯股份有限公司,电信及增值,通信设备,,制造业,通信设备，计算机及其他电子设备制造业,通信设备制造,通信传输设备制造,2004-12-09/1997-11-18,310200,763,广东>深圳市,HKEx[中国香港]/,已完成,397.5961305925,0.15,"265,064.087061666",国泰君安/第一上海/高盛/,安永,富而德,7/2/07
12/15/04,IPO,第九城市计算机技术咨询(上海)有限公司,互联网,网络游戏,,信息传输、计算机服务和软件业,电信和其他信息传输服务业,互联网信息服务,互联网信息服务,12/15/04,10330,NCTY,上海>浦东新区,NASDAQ[美国]/,已完成,103,0.23190000000000002,"44,415.696420871",贝尔斯登/CIBC环球市场/,普华永道,瑞生国际,7/2/07
10/28/04,IPO,新华控股有限公司,文化传媒,传媒出版,,文化、体育和娱乐业,新闻出版业,出版业,期刊出版,10/28/04,3500,9399,上海>黄浦区,MTH[日本]/,已完成,35,0,0,,,,7/2/07
11/18/04,IPO,中国东方文化集团有限公司,文化传媒,广告制作与代理,,租赁和商务服务业,商务服务业,广告业,广告业,11/18/04,5600,2371,,HKEx[中国香港]/,已完成,7.17775090679999,0.25,"2,871.10036272",第一上海/群益证券/域高融资/日亚证券/申银万国/恒明珠证券/,德勤,盛德,7/2/07
10/15/04,IPO,中国金融在线有限公司,互联网,行业网站,,信息传输、计算机服务和软件业,电信和其他信息传输服务业,互联网信息服务,互联网信息服务,10/15/04,8060,JRJC ,,NASDAQ[美国]/,已完成,80.6,0.252,"31,984.1269841269",摩根大通/WR Hambrecht + Co/,德勤,美迈斯,2/23/11
9/29/04,IPO,前程无忧公司,互联网,互联网其它,,信息传输、计算机服务和软件业,电信和其他信息传输服务业,互联网信息服务,互联网信息服务,9/29/04,7350,JOBS,,NASDAQ[美国]/,已完成,73.5,0.1959,"37,519.1424196018",摩根士丹利/瑞银投资/派杰/,普华永道,谢尔曼·思特灵,7/2/07
